Host,Parasitoid,Temp,Rep,Block,Individuals,HPD,Edate,Ptoid,Psex
BIR,M,24,8,4,20,P,32,MG,MGF
BIR,M,24,8,4,21,D,,,
BIR,M,24,8,4,22,D,,,
BIR,M,24,8,4,23,D,,,
BIR,M,24,8,4,24,D,,,
BIR,M,24,8,4,25,D,,,
BIR,M,24,8,4,26,D,,,
BIR,M,24,8,4,27,D,,,
BIR,M,24,8,4,28,D,,,
BIR,M,24,8,4,29,D,,,
BIR,M,24,8,4,30,D,,,
BIR,M,24,8,4,31,D,,,
BIR,M,24,8,4,32,D,,,
BIR,M,24,8,4,33,D,,,
BIR,M,24,8,4,34,D,,,
BIR,M,24,8,4,35,D,,,
BIR,M,24,8,4,36,D,,,
BIR,M,24,8,4,37,D,,,
BIR,M,24,8,4,38,D,,,
BIR,M,24,8,4,39,D,,,
BIR,M,24,8,4,40,D,,,
BIR,M,24,8,4,41,D,,,
BIR,M,24,8,4,42,D,,,
BIR,M,24,8,4,43,D,,,
BIR,M,24,8,4,44,D,,,
BIR,M,24,8,4,45,D,,,
BIR,M,24,8,4,46,D,,,
BIR,M,24,8,4,47,D,,,
BIR,M,24,8,4,48,D,,,
BIR,M,24,8,4,49,D,,,
BIR,M,24,8,4,50,D,,,
BIR,M,24,9,5,1,H,13,,
BIR,M,24,9,5,2,H,13,,
BIR,M,24,9,5,3,H,13,,
BIR,M,24,9,5,4,H,13,,
BIR,M,24,9,5,5,H,14,,
BIR,M,24,9,5,6,H,14,,
BIR,M,24,9,5,7,H,14,,
BIR,M,24,9,5,8,H,15,,
BIR,M,24,9,5,9,P,18,MA,MAM
BIR,M,24,9,5,10,P,18,MA,MAM
BIR,M,24,9,5,11,P,18,MA,MAM
BIR,M,24,9,5,12,P,19,MA,MAM
BIR,M,24,9,5,13,P,19,MA,MAM
BIR,M,24,9,5,14,P,20,MA,MAM
BIR,M,24,9,5,15,P,20,MA,MAF
BIR,M,24,9,5,16,P,20,MA,MAF
BIR,M,24,9,5,17,P,20,MA,MAF
BIR,M,24,9,5,18,P,20,MA,MAF
BIR,M,24,9,5,19,P,21,MA,MAF
BIR,M,24,9,5,20,P,21,MA,MAF
BIR,M,24,9,5,21,P,21,MA,MAF
BIR,M,24,9,5,22,P,21,MA,MAF
BIR,M,24,9,5,23,P,22,MA,MAF
BIR,M,24,9,5,24,P,22,MA,MAF
BIR,M,24,9,5,25,P,22,ML,MLM
BIR,M,24,9,5,26,P,24,ML,MLM
BIR,M,24,9,5,27,P,24,ML,MLF
BIR,M,24,9,5,28,P,25,ML,MLF
BIR,M,24,9,5,29,P,25,ML,MLF
BIR,M,24,9,5,30,P,26,ML,MLF
BIR,M,24,9,5,31,D,,,
BIR,M,24,9,5,32,D,,,
BIR,M,24,9,5,33,D,,,
BIR,M,24,9,5,34,D,,,
BIR,M,24,9,5,35,D,,,
BIR,M,24,9,5,36,D,,,
BIR,M,24,9,5,37,D,,,
BIR,M,24,9,5,38,D,,,
BIR,M,24,9,5,39,D,,,
BIR,M,24,9,5,40,D,,,
BIR,M,24,9,5,41,D,,,
BIR,M,24,9,5,42,D,,,
BIR,M,24,9,5,43,D,,,
BIR,M,24,9,5,44,D,,,
BIR,M,24,9,5,45,D,,,
BIR,M,24,9,5,46,D,,,
BIR,M,24,9,5,47,D,,,
BIR,M,24,9,5,48,D,,,
BIR,M,24,9,5,49,D,,,
BIR,M,24,9,5,50,D,,,
BIR,M,24,10,5,1,H,13,,
BIR,M,24,10,5,2,H,13,,
BIR,M,24,10,5,3,H,14,,
BIR,M,24,10,5,4,H,14,,
BIR,M,24,10,5,5,P,19,MA,MAM
BIR,M,24,10,5,6,P,19,MA,MAM
BIR,M,24,10,5,7,P,20,MA,MAM
BIR,M,24,10,5,8,P,20,MA,MAM
BIR,M,24,10,5,9,P,22,MA,MAF
BIR,M,24,10,5,10,P,23,ML,MLM
BIR,M,24,10,5,11,P,27,ML,MLF
BIR,M,24,10,5,12,P,28,MG,MGM
BIR,M,24,10,5,13,P,28,MG,MGM
BIR,M,24,10,5,14,P,28,MG,MGM
BIR,M,24,10,5,15,P,29,MG,MGM
BIR,M,24,10,5,16,P,30,MG,MGM
BIR,M,24,10,5,17,P,30,MG,MGF
BIR,M,24,10,5,18,P,30,MG,MGF
BIR,M,24,10,5,19,P,31,MG,MGF
BIR,M,24,10,5,20,P,31,MG,MGF
BIR,M,24,10,5,21,P,32,MG,MGF
BIR,M,24,10,5,22,P,32,MG,MGF
BIR,M,24,10,5,23,D,,,
BIR,M,24,10,5,24,D,,,
BIR,M,24,10,5,25,D,,,
BIR,M,24,10,5,26,D,,,
BIR,M,24,10,5,27,D,,,
BIR,M,24,10,5,28,D,,,
BIR,M,24,10,5,29,D,,,
BIR,M,24,10,5,30,D,,,
BIR,M,24,10,5,31,D,,,
BIR,M,24,10,5,32,D,,,
BIR,M,24,10,5,33,D,,,
BIR,M,24,10,5,34,D,,,
BIR,M,24,10,5,35,D,,,
BIR,M,24,10,5,36,D,,,
BIR,M,24,10,5,37,D,,,
BIR,M,24,10,5,38,D,,,
BIR,M,24,10,5,39,D,,,
BIR,M,24,10,5,40,D,,,
BIR,M,24,10,5,41,D,,,
BIR,M,24,10,5,42,D,,,
BIR,M,24,10,5,43,D,,,
BIR,M,24,10,5,44,D,,,
BIR,M,24,10,5,45,D,,,
BIR,M,24,10,5,46,D,,,
BIR,M,24,10,5,47,D,,,
BIR,M,24,10,5,48,D,,,
BIR,M,24,10,5,49,D,,,
BIR,M,24,10,5,50,D,,,
BIR,M,28,1,2,1,H,10,,
BIR,M,28,1,2,2,H,10,,
BIR,M,28,1,2,3,H,11,,
BIR,M,28,1,2,4,H,11,,
BIR,M,28,1,2,5,H,11,,
BIR,M,28,1,2,6,H,12,,
BIR,M,28,1,2,7,H,12,,
BIR,M,28,1,2,8,H,13,,
BIR,M,28,1,2,9,H,13,,
BIR,M,28,1,2,10,D,,,
BIR,M,28,1,2,11,D,,,
BIR,M,28,1,2,12,D,,,
BIR,M,28,1,2,13,D,,,
BIR,M,28,1,2,14,D,,,
BIR,M,28,1,2,15,D,,,
BIR,M,28,1,2,16,D,,,
BIR,M,28,1,2,17,D,,,
BIR,M,28,1,2,18,D,,,
BIR,M,28,1,2,19,D,,,
BIR,M,28,1,2,20,D,,,
BIR,M,28,1,2,21,D,,,
BIR,M,28,1,2,22,D,,,
BIR,M,28,1,2,23,D,,,
BIR,M,28,1,2,24,D,,,
BIR,M,28,1,2,25,D,,,
BIR,M,28,1,2,26,D,,,
BIR,M,28,1,2,27,D,,,
BIR,M,28,1,2,28,D,,,
BIR,M,28,1,2,29,D,,,
BIR,M,28,1,2,30,D,,,
BIR,M,28,1,2,31,D,,,
BIR,M,28,1,2,32,D,,,
BIR,M,28,1,2,33,D,,,
BIR,M,28,1,2,34,D,,,
BIR,M,28,1,2,35,D,,,
BIR,M,28,1,2,36,D,,,
BIR,M,28,1,2,37,D,,,
BIR,M,28,1,2,38,D,,,
BIR,M,28,1,2,39,D,,,
BIR,M,28,1,2,40,D,,,
BIR,M,28,1,2,41,D,,,
BIR,M,28,1,2,42,D,,,
BIR,M,28,1,2,43,D,,,
BIR,M,28,1,2,44,D,,,
BIR,M,28,1,2,45,D,,,
BIR,M,28,1,2,46,D,,,
BIR,M,28,1,2,47,D,,,
BIR,M,28,1,2,48,D,,,
BIR,M,28,1,2,49,D,,,
BIR,M,28,1,2,50,D,,,
BIR,M,28,2,2,1,H,11,,
BIR,M,28,2,2,2,H,11,,
BIR,M,28,2,2,3,H,11,,
BIR,M,28,2,2,4,H,12,,
BIR,M,28,2,2,5,H,12,,
BIR,M,28,2,2,6,H,12,,
BIR,M,28,2,2,7,H,12,,
BIR,M,28,2,2,8,H,12,,
BIR,M,28,2,2,9,H,13,,
BIR,M,28,2,2,10,D,,,
BIR,M,28,2,2,11,D,,,
BIR,M,28,2,2,12,D,,,
BIR,M,28,2,2,13,D,,,
BIR,M,28,2,2,14,D,,,
BIR,M,28,2,2,15,D,,,
BIR,M,28,2,2,16,D,,,
BIR,M,28,2,2,17,D,,,
BIR,M,28,2,2,18,D,,,
BIR,M,28,2,2,19,D,,,
BIR,M,28,2,2,20,D,,,
BIR,M,28,2,2,21,D,,,
BIR,M,28,2,2,22,D,,,
BIR,M,28,2,2,23,D,,,
BIR,M,28,2,2,24,D,,,
BIR,M,28,2,2,25,D,,,
BIR,M,28,2,2,26,D,,,
BIR,M,28,2,2,27,D,,,
BIR,M,28,2,2,28,D,,,
BIR,M,28,2,2,29,D,,,
BIR,M,28,2,2,30,D,,,
BIR,M,28,2,2,31,D,,,
BIR,M,28,2,2,32,D,,,
BIR,M,28,2,2,33,D,,,
BIR,M,28,2,2,34,D,,,
BIR,M,28,2,2,35,D,,,
BIR,M,28,2,2,36,D,,,
BIR,M,28,2,2,37,D,,,
BIR,M,28,2,2,38,D,,,
BIR,M,28,2,2,39,D,,,
BIR,M,28,2,2,40,D,,,
BIR,M,28,2,2,41,D,,,
BIR,M,28,2,2,42,D,,,
BIR,M,28,2,2,43,D,,,
BIR,M,28,2,2,44,D,,,
BIR,M,28,2,2,45,D,,,
BIR,M,28,2,2,46,D,,,
BIR,M,28,2,2,47,D,,,
BIR,M,28,2,2,48,D,,,
BIR,M,28,2,2,49,D,,,
BIR,M,28,2,2,50,D,,,
BIR,M,28,3,3,1,H,10,,
BIR,M,28,3,3,2,H,10,,
BIR,M,28,3,3,3,H,12,,
BIR,M,28,3,3,4,H,12,,
BIR,M,28,3,3,5,H,12,,
BIR,M,28,3,3,6,H,12,,
BIR,M,28,3,3,7,H,12,,
BIR,M,28,3,3,8,H,12,,
BIR,M,28,3,3,9,H,12,,
BIR,M,28,3,3,10,D,,,
BIR,M,28,3,3,11,D,,,
BIR,M,28,3,3,12,D,,,
BIR,M,28,3,3,13,D,,,
BIR,M,28,3,3,14,D,,,
BIR,M,28,3,3,15,D,,,
BIR,M,28,3,3,16,D,,,
BIR,M,28,3,3,17,D,,,
BIR,M,28,3,3,18,D,,,
BIR,M,28,3,3,19,D,,,
BIR,M,28,3,3,20,D,,,
BIR,M,28,3,3,21,D,,,
BIR,M,28,3,3,22,D,,,
BIR,M,28,3,3,23,D,,,
BIR,M,28,3,3,24,D,,,
BIR,M,28,3,3,25,D,,,
BIR,M,28,3,3,26,D,,,
BIR,M,28,3,3,27,D,,,
BIR,M,28,3,3,28,D,,,
BIR,M,28,3,3,29,D,,,
BIR,M,28,3,3,30,D,,,
BIR,M,28,3,3,31,D,,,
BIR,M,28,3,3,32,D,,,
BIR,M,28,3,3,33,D,,,
BIR,M,28,3,3,34,D,,,
BIR,M,28,3,3,35,D,,,
BIR,M,28,3,3,36,D,,,
BIR,M,28,3,3,37,D,,,
BIR,M,28,3,3,38,D,,,
BIR,M,28,3,3,39,D,,,
BIR,M,28,3,3,40,D,,,
BIR,M,28,3,3,41,D,,,
BIR,M,28,3,3,42,D,,,
BIR,M,28,3,3,43,D,,,
BIR,M,28,3,3,44,D,,,
BIR,M,28,3,3,45,D,,,
BIR,M,28,3,3,46,D,,,
BIR,M,28,3,3,47,D,,,
BIR,M,28,3,3,48,D,,,
BIR,M,28,3,3,49,D,,,
BIR,M,28,3,3,50,D,,,
BIR,M,28,4,3,1,H,12,,
BIR,M,28,4,3,2,H,15,,
BIR,M,28,4,3,3,D,,,
BIR,M,28,4,3,4,D,,,
BIR,M,28,4,3,5,D,,,
BIR,M,28,4,3,6,D,,,
BIR,M,28,4,3,7,D,,,
BIR,M,28,4,3,8,D,,,
BIR,M,28,4,3,9,D,,,
BIR,M,28,4,3,10,D,,,
BIR,M,28,4,3,11,D,,,
BIR,M,28,4,3,12,D,,,
BIR,M,28,4,3,13,D,,,
BIR,M,28,4,3,14,D,,,
BIR,M,28,4,3,15,D,,,
BIR,M,28,4,3,16,D,,,
BIR,M,28,4,3,17,D,,,
BIR,M,28,4,3,18,D,,,
BIR,M,28,4,3,19,D,,,
BIR,M,28,4,3,20,D,,,
BIR,M,28,4,3,21,D,,,
BIR,M,28,4,3,22,D,,,
BIR,M,28,4,3,23,D,,,
BIR,M,28,4,3,24,D,,,
BIR,M,28,4,3,25,D,,,
BIR,M,28,4,3,26,D,,,
BIR,M,28,4,3,27,D,,,
BIR,M,28,4,3,28,D,,,
BIR,M,28,4,3,29,D,,,
BIR,M,28,4,3,30,D,,,
BIR,M,28,4,3,31,D,,,
BIR,M,28,4,3,32,D,,,
BIR,M,28,4,3,33,D,,,
BIR,M,28,4,3,34,D,,,
BIR,M,28,4,3,35,D,,,
BIR,M,28,4,3,36,D,,,
BIR,M,28,4,3,37,D,,,
BIR,M,28,4,3,38,D,,,
BIR,M,28,4,3,39,D,,,
BIR,M,28,4,3,40,D,,,
BIR,M,28,4,3,41,D,,,
BIR,M,28,4,3,42,D,,,
BIR,M,28,4,3,43,D,,,
BIR,M,28,4,3,44,D,,,
BIR,M,28,4,3,45,D,,,
BIR,M,28,4,3,46,D,,,
BIR,M,28,4,3,47,D,,,
BIR,M,28,4,3,48,D,,,
BIR,M,28,4,3,49,D,,,
BIR,M,28,4,3,50,D,,,
BIR,M,28,5,3,1,H,10,,
BIR,M,28,5,3,2,H,11,,
BIR,M,28,5,3,3,H,11,,
BIR,M,28,5,3,4,H,12,,
BIR,M,28,5,3,5,H,12,,
BIR,M,28,5,3,6,H,12,,
BIR,M,28,5,3,7,H,12,,
BIR,M,28,5,3,8,H,12,,
BIR,M,28,5,3,9,H,12,,
BIR,M,28,5,3,10,D,,,
BIR,M,28,5,3,11,D,,,
BIR,M,28,5,3,12,D,,,
BIR,M,28,5,3,13,D,,,
BIR,M,28,5,3,14,D,,,
BIR,M,28,5,3,15,D,,,
BIR,M,28,5,3,16,D,,,
BIR,M,28,5,3,17,D,,,
BIR,M,28,5,3,18,D,,,
BIR,M,28,5,3,19,D,,,
BIR,M,28,5,3,20,D,,,
BIR,M,28,5,3,21,D,,,
BIR,M,28,5,3,22,D,,,
BIR,M,28,5,3,23,D,,,
BIR,M,28,5,3,24,D,,,
BIR,M,28,5,3,25,D,,,
BIR,M,28,5,3,26,D,,,
BIR,M,28,5,3,27,D,,,
BIR,M,28,5,3,28,D,,,
BIR,M,28,5,3,29,D,,,
BIR,M,28,5,3,30,D,,,
BIR,M,28,5,3,31,D,,,
BIR,M,28,5,3,32,D,,,
BIR,M,28,5,3,33,D,,,
BIR,M,28,5,3,34,D,,,
BIR,M,28,5,3,35,D,,,
BIR,M,28,5,3,36,D,,,
BIR,M,28,5,3,37,D,,,
BIR,M,28,5,3,38,D,,,
BIR,M,28,5,3,39,D,,,
BIR,M,28,5,3,40,D,,,
BIR,M,28,5,3,41,D,,,
BIR,M,28,5,3,42,D,,,
BIR,M,28,5,3,43,D,,,
BIR,M,28,5,3,44,D,,,
BIR,M,28,5,3,45,D,,,
BIR,M,28,5,3,46,D,,,
BIR,M,28,5,3,47,D,,,
BIR,M,28,5,3,48,D,,,
BIR,M,28,5,3,49,D,,,
BIR,M,28,5,3,50,D,,,
BIR,M,28,6,3,1,H,10,,
BIR,M,28,6,3,2,H,11,,
BIR,M,28,6,3,3,H,12,,
BIR,M,28,6,3,4,H,12,,
BIR,M,28,6,3,5,D,,,
BIR,M,28,6,3,6,D,,,
BIR,M,28,6,3,7,D,,,
BIR,M,28,6,3,8,D,,,
BIR,M,28,6,3,9,D,,,
BIR,M,28,6,3,10,D,,,
BIR,M,28,6,3,11,D,,,
BIR,M,28,6,3,12,D,,,
BIR,M,28,6,3,13,D,,,
BIR,M,28,6,3,14,D,,,
BIR,M,28,6,3,15,D,,,
BIR,M,28,6,3,16,D,,,
BIR,M,28,6,3,17,D,,,
BIR,M,28,6,3,18,D,,,
BIR,M,28,6,3,19,D,,,
BIR,M,28,6,3,20,D,,,
BIR,M,28,6,3,21,D,,,
BIR,M,28,6,3,22,D,,,
BIR,M,28,6,3,23,D,,,
BIR,M,28,6,3,24,D,,,
BIR,M,28,6,3,25,D,,,
BIR,M,28,6,3,26,D,,,
BIR,M,28,6,3,27,D,,,
BIR,M,28,6,3,28,D,,,
BIR,M,28,6,3,29,D,,,
BIR,M,28,6,3,30,D,,,
BIR,M,28,6,3,31,D,,,
BIR,M,28,6,3,32,D,,,
BIR,M,28,6,3,33,D,,,
BIR,M,28,6,3,34,D,,,
BIR,M,28,6,3,35,D,,,
BIR,M,28,6,3,36,D,,,
BIR,M,28,6,3,37,D,,,
BIR,M,28,6,3,38,D,,,
BIR,M,28,6,3,39,D,,,
BIR,M,28,6,3,40,D,,,
BIR,M,28,6,3,41,D,,,
BIR,M,28,6,3,42,D,,,
BIR,M,28,6,3,43,D,,,
BIR,M,28,6,3,44,D,,,
BIR,M,28,6,3,45,D,,,
BIR,M,28,6,3,46,D,,,
BIR,M,28,6,3,47,D,,,
BIR,M,28,6,3,48,D,,,
BIR,M,28,6,3,49,D,,,
BIR,M,28,6,3,50,D,,,
BIR,M,28,7,4,1,H,12,,
BIR,M,28,7,4,2,H,12,,
BIR,M,28,7,4,3,H,12,,
BIR,M,28,7,4,4,D,,,
BIR,M,28,7,4,5,D,,,
BIR,M,28,7,4,6,D,,,
BIR,M,28,7,4,7,D,,,
BIR,M,28,7,4,8,D,,,
BIR,M,28,7,4,9,D,,,
BIR,M,28,7,4,10,D,,,
BIR,M,28,7,4,11,D,,,
BIR,M,28,7,4,12,D,,,
BIR,M,28,7,4,13,D,,,
BIR,M,28,7,4,14,D,,,
BIR,M,28,7,4,15,D,,,
BIR,M,28,7,4,16,D,,,
BIR,M,28,7,4,17,D,,,
BIR,M,28,7,4,18,D,,,
BIR,M,28,7,4,19,D,,,
BIR,M,28,7,4,20,D,,,
BIR,M,28,7,4,21,D,,,
BIR,M,28,7,4,22,D,,,
BIR,M,28,7,4,23,D,,,
BIR,M,28,7,4,24,D,,,
BIR,M,28,7,4,25,D,,,
BIR,M,28,7,4,26,D,,,
BIR,M,28,7,4,27,D,,,
BIR,M,28,7,4,28,D,,,
BIR,M,28,7,4,29,D,,,
BIR,M,28,7,4,30,D,,,
BIR,M,28,7,4,31,D,,,
BIR,M,28,7,4,32,D,,,
BIR,M,28,7,4,33,D,,,
BIR,M,28,7,4,34,D,,,
BIR,M,28,7,4,35,D,,,
BIR,M,28,7,4,36,D,,,
BIR,M,28,7,4,37,D,,,
BIR,M,28,7,4,38,D,,,
BIR,M,28,7,4,39,D,,,
BIR,M,28,7,4,40,D,,,
BIR,M,28,7,4,41,D,,,
BIR,M,28,7,4,42,D,,,
BIR,M,28,7,4,43,D,,,
BIR,M,28,7,4,44,D,,,
BIR,M,28,7,4,45,D,,,
BIR,M,28,7,4,46,D,,,
BIR,M,28,7,4,47,D,,,
BIR,M,28,7,4,48,D,,,
BIR,M,28,7,4,49,D,,,
BIR,M,28,7,4,50,D,,,
BIR,M,28,8,4,1,H,12,,
BIR,M,28,8,4,2,D,,,
BIR,M,28,8,4,3,D,,,
BIR,M,28,8,4,4,D,,,
BIR,M,28,8,4,5,D,,,
BIR,M,28,8,4,6,D,,,
BIR,M,28,8,4,7,D,,,
BIR,M,28,8,4,8,D,,,
BIR,M,28,8,4,9,D,,,
BIR,M,28,8,4,10,D,,,
BIR,M,28,8,4,11,D,,,
BIR,M,28,8,4,12,D,,,
BIR,M,28,8,4,13,D,,,
BIR,M,28,8,4,14,D,,,
BIR,M,28,8,4,15,D,,,
BIR,M,28,8,4,16,D,,,
BIR,M,28,8,4,17,D,,,
BIR,M,28,8,4,18,D,,,
BIR,M,28,8,4,19,D,,,
BIR,M,28,8,4,20,D,,,
BIR,M,28,8,4,21,D,,,
BIR,M,28,8,4,22,D,,,
BIR,M,28,8,4,23,D,,,
BIR,M,28,8,4,24,D,,,
BIR,M,28,8,4,25,D,,,
BIR,M,28,8,4,26,D,,,
BIR,M,28,8,4,27,D,,,
BIR,M,28,8,4,28,D,,,
BIR,M,28,8,4,29,D,,,
BIR,M,28,8,4,30,D,,,
BIR,M,28,8,4,31,D,,,
BIR,M,28,8,4,32,D,,,
BIR,M,28,8,4,33,D,,,
BIR,M,28,8,4,34,D,,,
BIR,M,28,8,4,35,D,,,
BIR,M,28,8,4,36,D,,,
BIR,M,28,8,4,37,D,,,
BIR,M,28,8,4,38,D,,,
BIR,M,28,8,4,39,D,,,
BIR,M,28,8,4,40,D,,,
BIR,M,28,8,4,41,D,,,
BIR,M,28,8,4,42,D,,,
BIR,M,28,8,4,43,D,,,
BIR,M,28,8,4,44,D,,,
BIR,M,28,8,4,45,D,,,
BIR,M,28,8,4,46,D,,,
BIR,M,28,8,4,47,D,,,
BIR,M,28,8,4,48,D,,,
BIR,M,28,8,4,49,D,,,
BIR,M,28,8,4,50,D,,,
BIR,M,28,9,5,1,H,11,,
BIR,M,28,9,5,2,H,11,,
BIR,M,28,9,5,3,P,18,MA,MAM
BIR,M,28,9,5,4,D,,,
BIR,M,28,9,5,5,D,,,
BIR,M,28,9,5,6,D,,,
BIR,M,28,9,5,7,D,,,
BIR,M,28,9,5,8,D,,,
BIR,M,28,9,5,9,D,,,
BIR,M,28,9,5,10,D,,,
BIR,M,28,9,5,11,D,,,
BIR,M,28,9,5,12,D,,,
BIR,M,28,9,5,13,D,,,
BIR,M,28,9,5,14,D,,,
BIR,M,28,9,5,15,D,,,
BIR,M,28,9,5,16,D,,,
BIR,M,28,9,5,17,D,,,
BIR,M,28,9,5,18,D,,,
BIR,M,28,9,5,19,D,,,
BIR,M,28,9,5,20,D,,,
BIR,M,28,9,5,21,D,,,
BIR,M,28,9,5,22,D,,,
BIR,M,28,9,5,23,D,,,
BIR,M,28,9,5,24,D,,,
BIR,M,28,9,5,25,D,,,
BIR,M,28,9,5,26,D,,,
BIR,M,28,9,5,27,D,,,
BIR,M,28,9,5,28,D,,,
BIR,M,28,9,5,29,D,,,
BIR,M,28,9,5,30,D,,,
BIR,M,28,9,5,31,D,,,
BIR,M,28,9,5,32,D,,,
BIR,M,28,9,5,33,D,,,
BIR,M,28,9,5,34,D,,,
BIR,M,28,9,5,35,D,,,
BIR,M,28,9,5,36,D,,,
BIR,M,28,9,5,37,D,,,
BIR,M,28,9,5,38,D,,,
BIR,M,28,9,5,39,D,,,
BIR,M,28,9,5,40,D,,,
BIR,M,28,9,5,41,D,,,
BIR,M,28,9,5,42,D,,,
BIR,M,28,9,5,43,D,,,
BIR,M,28,9,5,44,D,,,
BIR,M,28,9,5,45,D,,,
BIR,M,28,9,5,46,D,,,
BIR,M,28,9,5,47,D,,,
BIR,M,28,9,5,48,D,,,
BIR,M,28,9,5,49,D,,,
BIR,M,28,9,5,50,D,,,
BIR,M,28,10,5,1,H,11,,
BIR,M,28,10,5,2,D,,,
BIR,M,28,10,5,3,D,,,
BIR,M,28,10,5,4,D,,,
BIR,M,28,10,5,5,D,,,
BIR,M,28,10,5,6,D,,,
BIR,M,28,10,5,7,D,,,
BIR,M,28,10,5,8,D,,,
BIR,M,28,10,5,9,D,,,
BIR,M,28,10,5,10,D,,,
BIR,M,28,10,5,11,D,,,
BIR,M,28,10,5,12,D,,,
BIR,M,28,10,5,13,D,,,
BIR,M,28,10,5,14,D,,,
BIR,M,28,10,5,15,D,,,
BIR,M,28,10,5,16,D,,,
BIR,M,28,10,5,17,D,,,
BIR,M,28,10,5,18,D,,,
BIR,M,28,10,5,19,D,,,
BIR,M,28,10,5,20,D,,,
BIR,M,28,10,5,21,D,,,
BIR,M,28,10,5,22,D,,,
BIR,M,28,10,5,23,D,,,
BIR,M,28,10,5,24,D,,,
BIR,M,28,10,5,25,D,,,
BIR,M,28,10,5,26,D,,,
BIR,M,28,10,5,27,D,,,
BIR,M,28,10,5,28,D,,,
BIR,M,28,10,5,29,D,,,
BIR,M,28,10,5,30,D,,,
BIR,M,28,10,5,31,D,,,
BIR,M,28,10,5,32,D,,,
BIR,M,28,10,5,33,D,,,
BIR,M,28,10,5,34,D,,,
BIR,M,28,10,5,35,D,,,
BIR,M,28,10,5,36,D,,,
BIR,M,28,10,5,37,D,,,
BIR,M,28,10,5,38,D,,,
BIR,M,28,10,5,39,D,,,
BIR,M,28,10,5,40,D,,,
BIR,M,28,10,5,41,D,,,
BIR,M,28,10,5,42,D,,,
BIR,M,28,10,5,43,D,,,
BIR,M,28,10,5,44,D,,,
BIR,M,28,10,5,45,D,,,
BIR,M,28,10,5,46,D,,,
BIR,M,28,10,5,47,D,,,
BIR,M,28,10,5,48,D,,,
BIR,M,28,10,5,49,D,,,
BIR,M,28,10,5,50,D,,,
PAL,M,20,4,3,1,P,33,ML,MLM
PAL,M,20,4,3,2,P,34,ML,MLM
PAL,M,20,4,3,3,P,34,ML,MLM
PAL,M,20,4,3,4,P,35,ML,MLM
PAL,M,20,4,3,5,P,36,ML,MLM
PAL,M,20,4,3,6,P,36,ML,MLM
PAL,M,20,4,3,7,P,36,ML,MLF
PAL,M,20,4,3,8,P,36,ML,MLF
PAL,M,20,4,3,9,P,36,ML,MLF
PAL,M,20,4,3,10,P,36,ML,MLF
PAL,M,20,4,3,11,P,36,ML,MLF
PAL,M,20,4,3,12,P,37,ML,MLF
PAL,M,20,4,3,13,P,37,ML,MLF
PAL,M,20,4,3,14,P,38,ML,MLF
PAL,M,20,4,3,15,P,39,ML,MLF
PAL,M,20,4,3,16,P,58,MG,MGM
PAL,M,20,4,3,17,D,,,
PAL,M,20,4,3,18,D,,,
PAL,M,20,4,3,19,D,,,
PAL,M,20,4,3,20,D,,,
PAL,M,20,4,3,21,D,,,
PAL,M,20,4,3,22,D,,,
PAL,M,20,4,3,23,D,,,
PAL,M,20,4,3,24,D,,,
PAL,M,20,4,3,25,D,,,
PAL,M,20,4,3,26,D,,,
PAL,M,20,4,3,27,D,,,
PAL,M,20,4,3,28,D,,,
PAL,M,20,4,3,29,D,,,
PAL,M,20,4,3,30,D,,,
PAL,M,20,4,3,31,D,,,
PAL,M,20,4,3,32,D,,,
PAL,M,20,4,3,33,D,,,
PAL,M,20,4,3,34,D,,,
PAL,M,20,4,3,35,D,,,
PAL,M,20,4,3,36,D,,,
PAL,M,20,4,3,37,D,,,
PAL,M,20,4,3,38,D,,,
PAL,M,20,4,3,39,D,,,
PAL,M,20,4,3,40,D,,,
PAL,M,20,4,3,41,D,,,
PAL,M,20,4,3,42,D,,,
PAL,M,20,4,3,43,D,,,
PAL,M,20,4,3,44,D,,,
PAL,M,20,4,3,45,D,,,
PAL,M,20,4,3,46,D,,,
PAL,M,20,4,3,47,D,,,
PAL,M,20,4,3,48,D,,,
PAL,M,20,4,3,49,D,,,
PAL,M,20,4,3,50,D,,,
PAL,M,20,5,3,1,H,16,,
PAL,M,20,5,3,2,H,16,,
PAL,M,20,5,3,3,P,26,MA,MAM
PAL,M,20,5,3,4,P,27,MA,MAM
PAL,M,20,5,3,5,P,28,MA,MAF
PAL,M,20,5,3,6,P,28,MA,MAF
PAL,M,20,5,3,7,P,28,MA,MAF
PAL,M,20,5,3,8,P,28,MA,MAF
PAL,M,20,5,3,9,P,29,MA,MAF
PAL,M,20,5,3,10,P,29,MA,MAF
PAL,M,20,5,3,11,P,34,ML,MLM
PAL,M,20,5,3,12,P,34,ML,MLM
PAL,M,20,5,3,13,P,34,ML,MLM
PAL,M,20,5,3,14,P,34,ML,MLM
PAL,M,20,5,3,15,P,35,ML,MLM
PAL,M,20,5,3,16,P,35,ML,MLM
PAL,M,20,5,3,17,P,36,ML,MLM
PAL,M,20,5,3,18,P,36,ML,MLM
PAL,M,20,5,3,19,P,36,ML,MLM
PAL,M,20,5,3,20,P,36,ML,MLM
PAL,M,20,5,3,21,P,36,ML,MLM
PAL,M,20,5,3,22,P,36,ML,MLF
PAL,M,20,5,3,23,P,36,ML,MLF
PAL,M,20,5,3,24,P,36,ML,MLF
